script_path	language	pipeline_stage	purpose	entrypoint_or_reproduction_command	cli_options	declared_input_output_paths	line_count	sha256	documentation_status	catalogued_at_utc
scripts/publication_pipeline_steps.sh	Bash	orchestration	Implementation of the RSES-Onco pharmacology, evidence-audit, robustness, structure and publication workflow.	bash scripts/publication_pipeline_steps.sh	--no-strict-layout;--strict-layout	config/article_assets.yaml;config/drug_sensitivity_sources.yaml;data/curated/human_nise_bonafide_2017.tsv};data/processed/expanded_candidate_universe.tsv};data/processed/expanded_class_member_inventory.tsv};data/processed/expanded_pair_functional_evidence.tsv};data/processed/pharmacology};data/processed/structures;data/processed/structures/alphafold_structure_manifest.tsv};data/processed/structures/nise_structural_annotation_coverage.tsv};data/processed/structures/nise_structural_residue_annotations.tsv};data/processed/structures/nise_structure_render_manifest.tsv};data/raw;data/raw/depmap};data/raw/pharmacology/api_cache;data/raw/structures;data/raw/structures/alphafold;data/raw/structures/annotation_cache;logs/publication_26Q1};logs/structures_26Q1};results/expanded_26Q1/discovery/all_target_dependency_screen.tsv};results/expanded_26Q1/full/expanded_rses_onco.tsv};results/expanded_26Q1/pharmacology}	324	3bfe97247b1e2e4f003784205428e33e7d4526fe8c0beefcd4141c650d7af3c6	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/publication_robustness_figures.py	Python	figures	Comparability-aware robustness figures for RSES-Onco.	python -u scripts/publication_robustness_figures.py --help			141	a12ccc3792d8d2321582c9e80a521bcc17898ae190d73787eee15b0fcbfa7b56	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/publication_scientific_semantics.py	Python	supporting_module	Scientific display helpers for main and supplementary publication figures. These helpers preserve composite biomarkers as features rather than inventing gene symbols, report the exact single FDR-supported all-target discovery when only one passes, and distinguish compound-resolved pharmacology rows from target-only evidence.	python -u scripts/publication_scientific_semantics.py --help			424	0c7aa09dbd80c62b9981b2e857c49af2790a30f0c1a27733f31bddc12ee3353f	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/recompute_rses_with_extended_multiomics.py	Python	scoring	Recompute RSES-Onco v0.12.0 with causal extended multi-omics layers.	python -u scripts/recompute_rses_with_extended_multiomics.py --help	--evidence;--output;--ranking	data/processed/extended_multiomics/;results/expanded_26Q1/full/expanded_rses_onco.tsv	242	8d84aed16d9b6be67bd58ba36581cd1f727cee76f302922200875af2cd37ab09	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/recompute_rses_with_wgcna_regulatory.py	Python	expression_and_regulation	Recompute RSES-Onco with WGCNA, promoter and methylation sublayers. The total functional-microniche weights are unchanged. Pairwise expression and WGCNA share the existing expression-context weight. DoRothEA, TF-expression consistency, promoter motifs and promoter methylation share the existing regulatory-network weight. Cancer-specific measurements are matched only to the corresponding cancer score row.	python -u scripts/recompute_rses_with_wgcna_regulatory.py --help	--functional-evidence;--output;--ranking		300	315ad985e247e0fd15b7eb3d1bca0971b3d19c0e91ff600517f924a65e41eaea	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/register_genomic_circos_assets.py	Python	genomic_circos	Register Figure S70 and Supplementary Tables S45-S52 in publication manifests.	python -u scripts/register_genomic_circos_assets.py --help	--article-root	article_outputs/figures/supplementary/;article_outputs/source_data/figures/supplementary/;article_outputs/tables/supplementary/{name};config/genomic_circos_asset.yaml;data/processed/circos/genomic_circos_expression_model_values.tsv;data/processed/circos/genomic_circos_expression_summary.tsv;data/processed/circos/genomic_circos_gene_coordinates.tsv;data/processed/circos/genomic_circos_pair_links.tsv;data/processed/circos/genomic_circos_ring_values.tsv;data/processed/circos/genomic_circos_source_provenance.tsv;data/processed/circos/genomic_circos_track_definitions.tsv;data/processed/documentation/pipeline_script_catalog.tsv;data/tables	221	5ba93ec20c0c7c251204d7a7937a3b4b2af3ce49a56aa023e3e117531fb26c11	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/render_nise_structures.py	Python	structural_analysis	Render publication-grade whole-structure and functional-site views with PyMOL. All residue labels are placed in the final scripted figure layout rather than on top of the molecular render, preventing label/structure overlap. Important known residues are shown as colored sticks and CA spheres. AlphaFold confidence is read from the PDB B-factor field and displayed using the standard confidence bands.	python -u scripts/render_nise_structures.py --help	--annotations;--height;--output-dir;--pymol;--refresh;--render-manifest;--strict;--structure-manifest;--width	article_outputs/structure_atlas/individual;data/processed/structures/alphafold_structure_manifest.tsv;data/processed/structures/nise_structural_residue_annotations.tsv;data/processed/structures/nise_structure_render_manifest.tsv	197	961984434deb69054d0d7f95e98d6654c0adc007c2d95796cffc9901deaa6fb0	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/resume_wgcna_regulatory_pipeline.sh	Bash	expression_and_regulation	Resume from cached STRING/DoRothEA/HPA/UniProt evidence and rebuild RSES-Onco with signed WGCNA, TF-expression, promoter motifs and optional methylation.	bash scripts/resume_wgcna_regulatory_pipeline.sh		data/processed/pharmacology/pharmacology_evidence_long.tsv;data/processed/structures/alphafold_structure_manifest.tsv;data/processed/structures/nise_structural_residue_annotations.tsv;data/processed/structures/nise_structure_render_manifest.tsv;data/processed};data/raw/depmap};data/raw/human_functional_evidence/omnipath_dorothea.tsv};data/raw/regulatory/JASPAR2026_CORE_vertebrates_non-redundant.meme};data/raw/regulatory/ensembl_promoters.fa};data/raw/regulatory/ensembl_promoters.tsv};logs/expanded_26Q1_wgcna};results/expanded_26Q1}	289	ae7c6051f0662957c07cbfe62ec0ab1097eed257a23c13894e4719bb895d9cc1	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_empirical_rses_onco.py	Python	scoring	Run cancer-specific empirical RSES-Onco with current DepMap/GDC inputs.	python -u scripts/run_empirical_rses_onco.py --help	--candidates;--copy-number;--expression;--expression-saturation-log2;--gene-effect;--loss-threshold;--min-group-size;--models;--output;--tcga	data/curated/synthetic_lethality_reference_pairs.tsv;results/empirical_rses_onco_by_cancer.tsv	159	0549b7d03176024d8fed27f8ba902a0105aacaaa18f049c349156c2a9708c3d1	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_expanded_pipeline.sh	Bash	orchestration	End-to-end expanded RSES-Onco analysis, pharmacology and publication workflow.	bash scripts/run_expanded_pipeline.sh		data/processed};data/raw/depmap};data/raw/discovery/depmap_all_cn_discovered_pairs.tsv;data/raw/discovery/depmap_discovered_candidate_pairs.tsv};data/raw/ensembl/human_seed_paralogs.tsv};data/raw/gdc};data/raw/human_functional_evidence;logs/expanded_26Q1};results/expanded_26Q1}	326	d1bb81d7b2ade1372b9122f04d3b96af9a2fea4cfe8bbb4cfdfebac9163e5903	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_expanded_pipeline_portable.sh	Bash	tables_and_reproducibility	Portable launcher for the expanded RSES-Onco pipeline. Direct execution of Python files under scripts/ makes Python place the scripts directory, rather than the repository root, at sys.path[0]. Some recovery entry points import sibling modules through the `scripts.*` namespace. Exporting the repository root through PYTHONPATH makes those imports deterministic in Linux, WSL, tmux, cron and non-interactive shells. The launcher also prepares the official OmniPath static DoRothEA backup before stages that acquire functional evidence. This avoids repeated long waits when the primary OmniPath REST service returns HTTP 5xx or connection timeouts.	bash scripts/run_expanded_pipeline_portable.sh	--check-python-imports	data/raw/human_functional_evidence/dorothea_official_static_9606.tsv;data/raw/human_functional_evidence/dorothea_official_static_9606_status.json	61	82bdeb6dec12c70b05c72aea6d635bca9f292389c9cf3dc7a4b8133d30af3238	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_expanded_rses_onco.py	Python	scoring	Run eligibility-aware expanded RSES-Onco across all candidate directions. The workflow separates human functional-microniche evidence from cancer-specific therapeutic prioritization. Missing eligible evidence remains missing and lowers explicit coverage. Domains that cannot be evaluated for a hypothesis type are marked non-eligible and excluded from the eligible denominator. Technical or source failure is never converted into biological negative evidence.	python -u scripts/run_expanded_rses_onco.py --help	--candidates;--copy-number;--dependency-threshold;--expression;--functional-evidence;--gene-effect;--loss-threshold;--min-group-size;--models;--output;--tcga	data/processed/expanded_candidate_universe.tsv;data/processed/expanded_pair_functional_evidence.tsv;results/expanded_26Q1/expanded_rses_onco.tsv	629	a40ce85d99692eedcaed2d338c7e1ead2a4913a99fba2c51b88cae415bd4c1da	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_literature_pilot.py	Python	orchestration	No module-level description was recorded.	python -u scripts/run_literature_pilot.py --help	--input;--output	data/curated/synthetic_lethality_reference_pairs.tsv;results/literature_anchored_candidates.tsv	32	aedef19ae4940062f496b3d2bc542988f727ea324c3abfe2094f5ab621d6adcb	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_publication_pipeline.sh	Bash	orchestration	Canonical publication-pipeline entry point. `publication_pipeline_complete.sh` integrates model-level evidence, raw functional source exports, the established publication stages, extended validation, reproduction documentation and the mandatory manual-inspection checklist. bash scripts/run_publication_pipeline.sh assets-only bash scripts/run_publication_pipeline.sh all	bash scripts/run_publication_pipeline.sh			14	ef937e7ebaf87603bd6c16d7e7e9c449d98c342707d2c60ed3cae1f4d4ca0c0a	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_real_data_pipeline.sh	Bash	orchestration	Reproducible real-data workflow for DepMap Public 26Q1 and open TCGA/GDC ASCAT3 data.	bash scripts/run_real_data_pipeline.sh		data/processed};data/raw/depmap};data/raw/ensembl/human_seed_paralogs.tsv};data/raw/gdc};logs/empirical_26Q1};results/empirical_26Q1/depmap_only};results/empirical_26Q1/full};results/expanded_26Q1};supplementary/RSES_Onco_Empirical_26Q1.xlsx;supplementary/RSES_Onco_Expanded_All_NISE_26Q1.xlsx	410	40bbe88f6a769471cf63d9ff2d9fdf056dedd97d2a8d5ade2a013bb569b202fb	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_rses_robustness_analyses.py	Python	scoring	Run deterministic eligibility-aware RSES-Onco robustness analyses. The script recomputes rankings from observed components under leave-one-domain-out and controlled weight perturbations. Missing values remain missing. Non-eligible domains enter neither the observed nor eligible denominator. Rank stability is reported within cancer and score-comparability groups so composite-event hypotheses are not silently compared as if they had the same evaluable domain universe as gene-pair hypotheses.	python -u scripts/run_rses_robustness_analyses.py --help	--output-root;--ranking;--top-k;--weight-delta	results/expanded_26Q1/full/expanded_rses_onco.tsv	538	e4b215e71ca1591d16ac809e66e91077a684ac1dc369c44fb98eb695378a0ef9	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_structural_pipeline.sh	Bash	orchestration	Download AlphaFold DB structures, collect known residues, render PyMOL images, and generate all structural article figures.	bash scripts/run_structural_pipeline.sh	--no-strict-layout;--strict-layout	data/curated/human_nise_bonafide_2017.tsv};data/curated/nise_exact_drug_contact_residues.template.tsv;data/curated/nise_exact_drug_contact_residues.tsv;data/curated/nise_exact_drug_contact_residues.tsv};data/processed/structures;data/processed/structures/alphafold_structure_manifest.tsv};data/processed/structures/nise_structural_annotation_coverage.tsv};data/processed/structures/nise_structural_residue_annotations.tsv};data/processed/structures/nise_structure_render_manifest.tsv};data/raw/structures;data/raw/structures/alphafold;data/raw/structures/annotation_cache;logs/structures_26Q1};results/expanded_26Q1/full/expanded_rses_onco.tsv}	120	452b5f9a9751cf6139d112b60bb4cee916a41af0f5c3acab5e98a7c93989fc78	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_wgcna_expression_network.R	R	expression_and_regulation	No module-level description was recorded.	Rscript scripts/run_wgcna_expression_network.R --help			348	d324c2aa16f27260c6ea391aeda1faca87084602a1d0595b3c67eaae62a32141	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_wgcna_regulatory_ablation.py	Python	expression_and_regulation	Ablate WGCNA, pairwise expression, TF and promoter regulatory subcomponents.	python -u scripts/run_wgcna_regulatory_ablation.py --help	--article-root;--ranking;--top-k	results/expanded_26Q1/full/expanded_rses_onco.tsv	336	899c4795b57941f1b6b2aef785b9db2efb607137f8b77fd3f602790ed71642b3	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/scan_promoter_motifs.py	Python	expression_and_regulation	Scan Ensembl promoter sequences with JASPAR CORE motifs using MEME FIMO. The result is predicted motif occurrence only. It is never labelled as direct TF binding, promoter occupancy, transcriptional activation or repression.	python -u scripts/scan_promoter_motifs.py --help	--fimo;--max-stored-scores;--motifs;--oc;--output;--promoters;--q-value-threshold;--refresh;--status-output;--summary-output;--thresh;--threshold	data/processed/regulatory/jaspar_promoter_motif_hits.tsv;data/processed/regulatory/jaspar_promoter_scan_status.json;data/processed/regulatory/jaspar_promoter_tf_summary.tsv	197	5dae847a966989e2116f1c836a3f8f82f80202065592704b9dca571d4e2a4554	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/standardize_drug_sensitivity.py	Python	pharmacology	Standardize PRISM, GDSC and CTRP response files into one long table. The script is intentionally release-agnostic. It reads source definitions from a YAML file, resolves common column names, maps cell-line names to DepMap ModelID when possible, and records every skipped or ambiguous file in a status table. Raw source files are never modified.	python -u scripts/standardize_drug_sensitivity.py --help	--config;--models;--output;--status-output;--strict	config/drug_sensitivity_sources.yaml;data/processed/pharmacology/drug_sensitivity_long.tsv;data/processed/pharmacology/drug_sensitivity_source_status.tsv;data/raw/depmap/Model.csv	274	9fa6758858b9e014adea6092fd0c67933bbec8d2b346f135e1404cad63cd816f	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/summarize_empirical_results.py	Python	supporting_module	Create manuscript-ready benchmark or expanded RSES-Onco summary tables.	python -u scripts/summarize_empirical_results.py --help	--depmap-only;--fdr;--input;--output-dir;--top-n	results/empirical_26Q1/depmap_only/empirical_rses_onco_by_cancer.tsv;results/empirical_26Q1/full/article_tables;results/empirical_26Q1/full/empirical_rses_onco_by_cancer.tsv	247	b2004226bc9f5d1a0610b6ab9dab93d815d864d17b66a2e3e528726fc9948522	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/sync_circos_documentation_v0112.py	Python	genomic_circos	Idempotently synchronize canonical tutorials and methods with Circos v0.11.2.	python -u scripts/sync_circos_documentation_v0112.py --help		data/processed/circos;data/processed/expanded_candidate_universe.tsv;data/raw/depmap/Model.csv;data/raw/depmap/OmicsExpressionTPMLogp1HumanProteinCodingGenes.csv;data/raw/regulatory/ensembl_promoters.tsv;docs/DATA_ACQUISITION_AND_REPRODUCTION_V0110.md;docs/END_TO_END_ARTICLE_PROTOCOL.md;manuscript/RSES_Onco_intro_methods_draft_v0110.md;results/expanded_26Q1/full/expanded_rses_onco.tsv;supplementary/Supplementary_Methods_RSES_Onco_v0110.md	156	1585dc7e470a86a8cfa7d8957bd8ee8d4cf61f50b4af30ff1c357a01d2bd5ba9	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/sync_methylation_documentation_v0111.py	Python	expression_and_regulation	Idempotently synchronize canonical documentation with PR #25 methylation semantics.	python -u scripts/sync_methylation_documentation_v0111.py --help		data/processed/expanded_candidate_universe.tsv;data/processed/regulatory/expanded_pair_functional_evidence_by_cancer.tsv;data/raw/depmap;docs/DATA_ACQUISITION_AND_REPRODUCTION_V0110.md;docs/END_TO_END_ARTICLE_PROTOCOL.md;manuscript/RSES_Onco_intro_methods_draft_v0110.md;supplementary/Supplementary_Methods_RSES_Onco_v0110.md	207	9e8d3e2becaaa46c3872f403310a8f7e09832eb06b1aefbcd1817783fad2fef5	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/validate_extended_supporting_evidence.py	Python	validation	Validate model-level and raw-source supporting evidence without overclaiming.	python -u scripts/validate_extended_supporting_evidence.py --help	--article-root		156	e1bb493bd1815a6566cd4ee18d1fbae0dbf4e7bd4150c7c3acfa18674976df0c	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/validate_gdc_matrices.py	Python	validation	Validate aggregated TCGA/GDC homozygous-deletion matrices and report coverage.	python -u scripts/validate_gdc_matrices.py --help	--event-output;--expected-samples;--genes;--matrix;--output	data/processed/TCGA_COLON_homdel_discrete.tsv;data/processed/TCGA_LUNG_homdel_discrete.tsv;data/processed/TCGA_STOMACH_homdel_discrete.tsv;results/empirical_26Q1/full/gdc_matrix_qc.tsv;results/empirical_26Q1/full/tcga_gene_event_summary.tsv	161	74e1efb967baebb35067ca867aadde73f84b53184378b62b6b2834650e866c81	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/validate_genomic_circos_final_status.py	Python	genomic_circos	Validate finalized genomic Circos counts and SHA-256 provenance.	python -u scripts/validate_genomic_circos_final_status.py --help	--circos-dir	data/processed/circos	101	62b0a7c2f5af9e86c7c59311ed57aa63aa8480b899ac4efb144b7f64d75e9031	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/validate_genomic_circos_integrity.py	Python	genomic_circos	Validate scientific integrity of genomic Circos Figure S70 and its source tables.	python -u scripts/validate_genomic_circos_integrity.py --help	--article-root;--candidates	data/processed/expanded_candidate_universe.tsv;data/supplementary/Figure_S70_source_data.tsv;supplementary/Table_S45_genomic_circos_gene_coordinates.tsv;supplementary/Table_S46_genomic_circos_pair_links.tsv;supplementary/Table_S47_genomic_circos_ring_values.tsv;supplementary/Table_S48_genomic_circos_track_definitions.tsv;supplementary/Table_S49_genomic_circos_expression_summary.tsv;supplementary/Table_S50_genomic_circos_expression_model_values.tsv;supplementary/Table_S51_pipeline_script_catalog.tsv	261	95434be9a17d49d0e4d0bfe4fe7db858c2b7d9c41b69021e0d3a74765d1dad5b	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/validate_manual_inspection_completion.py	Python	validation	Block final packaging until every registered figure passes manual inspection.	python -u scripts/validate_manual_inspection_completion.py --help	--article-root		85	fcd9f5e4b13c91e0a6d11abb612aba7d7f59cf84c0c5e10cf800b4cbc32e4059	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/validate_publication_documents.py	Python	validation	Validate generated DOCX/PDF publication documents and page separation.	python -u scripts/validate_publication_documents.py --help	--article-root;--document-dir;--require-page-renders	article_outputs/documents	110	d4ba06aaa971c5c4aaa820a01b288b05e371565001a616ce895da8ad4d604c3f	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/validate_publication_outputs.py	Python	validation	Validate completeness and reproducibility of the publication asset package.	python -u scripts/validate_publication_outputs.py --help	--article-root;--run-marker	data/curated/human_nise_bonafide_2017.tsv;data/figure_source_data_inventory.tsv;data/processed/circos/genomic_circos_status.json;data/processed/regulatory/wgcna/;data/processed/structures/;data/processed/structures/alphafold_structure_manifest.tsv;data/processed/structures/nise_structure_render_manifest.tsv;data/supplementary/Figure_S70_source_data.tsv;docs/SCRIPT_CATALOG.md;docs/script_manifest.tsv	520	fa96597145af215d3728d6e19658849ab746d4a829e166b070f13519bb9bf37d	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/validate_publication_scientific_integrity.py	Python	validation	Validate scientific integrity, missingness semantics and figure-source traceability.	python -u scripts/validate_publication_scientific_integrity.py --help	--article-root;--run-marker	data/figure_source_data_inventory.tsv;data/figures/main;data/figures/supplementary	266	a6199b5602cc3ca4bb62efa9a2c6348a812512f890187c300e619a7a11462179	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/validate_real_inputs.py	Python	validation	Structural and overlap validation for real DepMap inputs.	python -u scripts/validate_real_inputs.py --help	--candidates;--copy-number;--expression;--gene-effect;--models	data/curated/synthetic_lethality_reference_pairs.tsv	120	4381cec4adaf6116c1d130fa7ab185ef9fdf9256668eccd9f76a2fa47b45172e	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/validate_wgcna_regulatory_evidence.py	Python	expression_and_regulation	Validate WGCNA, promoter, TF and methylation evidence integration.	python -u scripts/validate_wgcna_regulatory_evidence.py --help	--article-root;--functional-evidence;--ranking	data/processed/expanded_pair_functional_evidence.tsv;results/expanded_26Q1/full/expanded_rses_onco.tsv	314	a4b7fd2f4a0d19dd26cbc2f60f994b936099aac6743510d0e62e512e33eb1f79	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/verify_complete_article_run.sh	Bash	supporting_module	Verify the complete real-data, Circos, structural and publication workflow.	bash scripts/verify_complete_article_run.sh		data/raw/ensembl/ensembl_acquisition_metadata.json};data/raw/gdc};data/supplementary/Figure_S70_source_data.tsv;docs/SCRIPT_CATALOG.md;docs/script_manifest.tsv;results/expanded_26Q1};supplementary/Table_S45_genomic_circos_gene_coordinates.tsv;supplementary/Table_S46_genomic_circos_pair_links.tsv;supplementary/Table_S47_genomic_circos_ring_values.tsv;supplementary/Table_S48_genomic_circos_track_definitions.tsv;supplementary/Table_S49_genomic_circos_expression_summary.tsv;supplementary/Table_S50_genomic_circos_expression_model_values.tsv;supplementary/Table_S51_pipeline_script_catalog.tsv;supplementary/Table_S52_genomic_circos_source_provenance.tsv	177	b59084eadf6eac21fdaa25349e98876fb6dfbff0fdcda585e67273393e088113	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/__init__.py	Python	supporting_module	RSES-Onco: coverage-aware prioritization of cancer synthetic-lethal dependencies.	python -u src/rses_onco/__init__.py --help			3	86a72274f96cb688aaf57a60f69d1c2efe1f370ed54d2bc92bf7bc3cd04e14ff	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/audit.py	Python	validation	No module-level description was recorded.	python -u src/rses_onco/audit.py --help			555	ab91f5ad85757c2bc9dae4d10e00aa9f890d824d27e8243ad7016d45b4caf5ee	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/audit_eligibility.py	Python	validation	No module-level description was recorded.	python -u src/rses_onco/audit_eligibility.py --help			433	f9e76a822716f886ea560b0bb3ded669815da92474ea633a1be352bf798fc8fc	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/circos.py	Python	genomic_circos	No module-level description was recorded.	python -u src/rses_onco/circos.py --help			114	3f4e53a5400cd8baf0453aaf8a6bc964652c1eabc0af45fb459971a09c050da0	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/cli.py	Python	supporting_module	No module-level description was recorded.	python -u src/rses_onco/cli.py --help	--input;--output	data/curated/synthetic_lethality_reference_pairs.tsv;results/literature_anchored_candidates.tsv	32	5be702ad700db9bcff799a5cc716237cadbc3054ee49cbedc157cd42001c24b9	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/depmap.py	Python	supporting_module	No module-level description was recorded.	python -u src/rses_onco/depmap.py --help			363	946fcda6c7f8659f37df5e34acd81c2b61e2cac9be26bec8c57cc501a7d70541	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/evidence_categories.py	Python	supporting_module	No module-level description was recorded.	python -u src/rses_onco/evidence_categories.py --help			61	0f9c7c328535d4bd7c4fd63975633771b0ab6696e4c954dd3a959aa71d6ea136	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/expanded.py	Python	supporting_module	No module-level description was recorded.	python -u src/rses_onco/expanded.py --help			426	2fa5954af7eb02412bed0c7ef9a40c9a53d8c3f09ed4adafde190f713ebaabbe	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/extended_multiomics.py	Python	supporting_module	No module-level description was recorded.	python -u src/rses_onco/extended_multiomics.py --help			1072	563ac8cef7e8c0bb11d09db082fefc47592008d188a05693f06d49fe26463c69	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/integrate.py	Python	supporting_module	No module-level description was recorded.	python -u src/rses_onco/integrate.py --help			48	116ed93f29399c9af3a92a3d9e56c5fbe05316818f5fe24998ae92702893e679	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/methylation.py	Python	expression_and_regulation	No module-level description was recorded.	python -u src/rses_onco/methylation.py --help			418	5ecb6f1fd883f9fa0b48a74845742025bbedabf9558d99a133b7a8feff7d8b30	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/networks.py	Python	supporting_module	No module-level description was recorded.	python -u src/rses_onco/networks.py --help			189	e51d6a468b0937b7ca5892e4ce5aba8b53907efc2320ddf95a6b6dabeb4cbc80	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/pharmacology.py	Python	pharmacology	No module-level description was recorded.	python -u src/rses_onco/pharmacology.py --help			225	6db5fae306cb958cd980f8809133d6bce06c47e39413520ed67646e0807e2fa7	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/publication.py	Python	supporting_module	No module-level description was recorded.	python -u src/rses_onco/publication.py --help			380	bdcc9e76d1d94ddcf99d727b306a6b21c6cb481ed695a18dda4c8108ea6bc960	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/score.py	Python	scoring	No module-level description was recorded.	python -u src/rses_onco/score.py --help			84	47a8328aa204a77ad7e0517119b1878a47f23465b9bb9df9825bf938ec33fff5	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/structural.py	Python	supporting_module	No module-level description was recorded.	python -u src/rses_onco/structural.py --help			350	53f5fa6b17a6214ff368f3d9a0259a35382b627e57fa956417b71d944fdd23fd	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/structural_mapping.py	Python	supporting_module	No module-level description was recorded.	python -u src/rses_onco/structural_mapping.py --help			239	558c126b87b904f1590db09c08bb335af86990d5691265f704748b2c6a71b9ff	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/tcga.py	Python	supporting_module	No module-level description was recorded.	python -u src/rses_onco/tcga.py --help			39	b23212aa4d3815afa14c8f0199242050a64b3a76fecc1707d9e19c133e837535	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/tree.py	Python	supporting_module	No module-level description was recorded.	python -u src/rses_onco/tree.py --help	--auto;--thread		50	c362eb18dd33e92c32124f4db1d0556f01132e85139b8627d528a9af16c87ab1	documented_from_source	2026-07-24T00:44:27.228700+00:00
src/rses_onco/utils.py	Python	supporting_module	No module-level description was recorded.	python -u src/rses_onco/utils.py --help			89	334f801ed67bd0a4cf606ac2c558d30804d99008bee1ba22bd3e9e9515f7c2cd	documented_from_source	2026-07-24T00:44:27.228700+00:00
